pair_i,pair_j,start_window,end_window,winding,parity,closure_error,min_radius,median_radius
0,5,7,19,-1,1,0.19314299153478506,0.2323215780688752,0.45116219999869694
2,4,14,29,-1,1,0.20649776462626548,0.2039409382091551,0.5720718968756536
